dataset_row_id,title,true_factors,pred_factors,tp_factors,fp_factors,fn_factors,true_count,pred_count,sample_f1,sample_jaccard,needs_review
575,"Совфед одобрил закон, регламентирующий порядок изъятия криптовалюты в уголовных делах",crime_count,,,,crime_count,1,0,0.0,0.0,True
576,"В Роспотребнадзоре заявили, что не выявили никаких ""ужасающих"" мутаций COVID-19",life_expectancy,,,,life_expectancy,1,0,0.0,0.0,True
580,"""Аэрофлот"" вернулся к штатному расписанию после ограничений из-за беспилотников",enterprises_count,,,,enterprises_count,1,0,0.0,0.0,True
592,Прямые иностранные инвестиции в мире упали на 11% в 2024 году,enterprises_count,international_inflow,,international_inflow,enterprises_count,1,1,0.0,0.0,True
612,В Токио заявили об опасных маневрах истребителей КНР над Тихим океаном,crime_count,industrial_production_index,,industrial_production_index,crime_count,1,1,0.0,0.0,True
614,Российские военные сообщили об отражении двух контратак ВСУ в районе Купянска,crime_count,international_inflow,,international_inflow,crime_count,1,1,0.0,0.0,True
617,Аэропорт Саратова возобновил работу,industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
618,СМИ связали возможность отправки Британией и Францией военных на Украину с поддержкой США,crime_count,,,,crime_count,1,0,0.0,0.0,True
619,"Аэропорт ""Жуковский"" временно не принимает и не отправляет рейсы",industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
622,Главы МИД РФ и Венгрии обсудили двустороннюю повестку,industrial_production_index,international_inflow,,international_inflow,industrial_production_index,1,1,0.0,0.0,True
623,Четыре человека погибли при пожаре в жилом комплексе в Гонконге,mortality_rate,crime_count,,crime_count,mortality_rate,1,1,0.0,0.0,True
629,"""Новабев Групп"" в 2024 году снизила отгрузки алкогольной продукции на 4,2%",industrial_production_index,enterprises_count,,enterprises_count,industrial_production_index,1,1,0.0,0.0,True
633,"Путин заявил, что РФ и Китай практически не используют в торговле евро и доллар",industrial_production_index,,,,industrial_production_index,1,0,0.0,0.0,True
637,Число жертв авиаударов США по Йемену выросло до 19 человек,mortality_rate,,,,mortality_rate,1,0,0.0,0.0,True
638,Четыре БПЛА уничтожены над Орловской областью,crime_count,,,,crime_count,1,0,0.0,0.0,True
639,Военные с 12:00 до 17:40 уничтожили 37 дронов ВСУ над шестью регионами,crime_count,,,,crime_count,1,0,0.0,0.0,True
646,Рефрижераторы с телами погибших военных для передачи Украине находятся под Брянском,mortality_rate,international_inflow,,international_inflow,mortality_rate,1,1,0.0,0.0,True
649,В ближайшие дни на 85-90% территории России будет теплее нормы,life_expectancy,air_pollution,,air_pollution,life_expectancy,1,1,0.0,0.0,True
